gender,age,job,marital,province,city,prefer,frequency,wineFrequency,side,choice1,seq,area_grade,choice2,choice1_당도,choice1_알콜 농도,choice1_과일향,choice1_오크향,choice1_깊이,choice1_견고함,choice2_당도,choice2_알콜 농도,choice2_과일향,choice2_오크향,choice2_깊이,choice2_견고함
FEMALE,50대,자영업,MARREID,서울시,강남구,깊이감,2,1,Roquefort,A,6902,1급지,G,M,H,M,H,H,H,L,H,H,H,M,M
FEMALE,50대,임시직,MARREID,부산시,사하구,깊이감,3,2,Cheddar,H,6903,2급지,G,M,H,M,M,H,H,L,H,H,H,M,M
FEMALE,40대,공무원,MARREID,서울시,강남구,깊이감,3,2,Gorgonzola,G,6904,1급지,E,L,H,H,H,M,M,H,H,M,M,M,L
FEMALE,40대,벤처직원,MARREID,경기도,포천시,당도,3,2,Annon,C,6905,2급지,B,H,L,H,M,M,M,H,L,H,M,L,M
FEMALE,50대,임시직,SINGLE,부산시,기장군,깊이감,1,1,Cheddar,B,6906,1급지,H,H,L,H,M,L,M,M,H,M,M,H,H
FEMALE,50대,변호사,MARREID,충청도,청주시,깊이감,4,3,Ricotta,C,6907,1급지,B,H,L,H,M,M,M,H,L,H,M,L,M
MALE,30대,자영업,MARREID,전라도,해남군,당도,2,1,Ricotta,D,6908,4급지,G,H,H,H,M,L,L,L,H,H,H,M,M
FEMALE,40대,임시직,SINGLE,부산시,연제구,당도,1,1,Brie,B,6909,4급지,D,H,L,H,M,L,M,H,H,H,M,L,L
FEMALE,40대,변호사,MARREID,경기도,안양시,깊이감,3,2,Brie,C,6910,3급지,E,H,L,H,M,M,M,H,H,M,M,M,L
FEMALE,30대,교수,MARREID,충청도,청주시,깊이감,3,2,Gorgonzola,B,6911,1급지,D,H,L,H,M,L,M,H,H,H,M,L,L
FEMALE,30대,임시직,MARREID,경기도,포천시,당도,2,1,Brie,D,6912,2급지,F,H,H,H,M,L,L,M,H,M,M,M,H
FEMALE,50대,임시직,MARREID,서울시,강남구,깊이감,2,1,Cheddar,H,6913,1급지,A,M,H,M,M,H,H,M,H,M,H,H,H
FEMALE,30대,벤처직원,MARREID,서울시,강동구,당도,2,1,Gorgonzola,B,6914,2급지,E,H,L,H,M,L,M,H,H,M,M,M,L
FEMALE,20대,임시직,MARREID,서울시,강남구,깊이감,3,1,Roquefort,D,6915,1급지,E,H,H,H,M,L,L,H,H,M,M,M,L
FEMALE,30대,중소기업직원,SINGLE,경상도,하동군,당도,3,1,Cheddar,G,6916,5급지,E,L,H,H,H,M,M,H,H,M,M,M,L
FEMALE,40대,임시직,MARREID,경기도,가평군,당도,2,1,Valencay,G,6917,3급지,D,L,H,H,H,M,M,H,H,H,M,L,L
MALE,50대,변호사,MARREID,전라도,광양시,당도,2,1,Cheddar,D,6918,4급지,C,H,H,H,M,L,L,H,L,H,M,M,M
MALE,20대,변호사,MARREID,부산시,사하구,깊이감,2,1,Gorgonzola,B,6919,2급지,E,H,L,H,M,L,M,H,H,M,M,M,L
MALE,20대,벤처직원,MARREID,부산시,해운대구,당도,3,1,Gorgonzola,B,6920,1급지,B,H,L,H,M,L,M,H,L,H,M,L,M
MALE,20대,기자,MARREID,서울시,강북구,깊이감,3,1,Roquefort,H,6921,3급지,C,M,H,M,M,H,H,H,L,H,M,M,M
MALE,40대,교수,MARREID,충청도,청주시,깊이감,1,1,Brie,F,6922,1급지,A,M,H,M,M,M,H,M,H,M,H,H,H
FEMALE,30대,자영업,SINGLE,충청도,청주시,깊이감,1,1,Annon,D,6923,1급지,D,H,H,H,M,L,L,H,H,H,M,L,L
MALE,40대,임시직,SINGLE,전라도,해남군,당도,1,1,Brie,E,6924,4급지,G,H,H,M,M,M,L,L,H,H,H,M,M
FEMALE,20대,중소기업직원,MARREID,전라도,광양시,당도,2,1,Ricotta,D,6925,4급지,A,H,H,H,M,L,L,M,H,M,H,H,H
FEMALE,50대,자영업,MARREID,충청도,청주시,깊이감,3,2,Valencay,E,6926,1급지,C,H,H,M,M,M,L,H,L,H,M,M,M
FEMALE,50대,공무원,MARREID,경상도,포항시 남구,깊이감,2,1,Annon,D,6927,2급지,E,H,H,H,M,L,L,H,H,M,M,M,L
MALE,40대,중소기업직원,MARREID,서울시,양천구,당도,3,1,Valencay,F,6928,1급지,D,M,H,M,M,M,H,H,H,H,M,L,L
FEMALE,50대,벤처직원,MARREID,충청도,청주시,깊이감,1,1,Camenbert,D,6929,1급지,D,H,H,H,M,L,L,H,H,H,M,L,L
FEMALE,30대,자영업,SINGLE,부산시,사하구,깊이감,2,1,Annon,B,6930,2급지,H,H,L,H,M,L,M,M,H,M,M,H,H
MALE,50대,회사직원,SINGLE,서울시,마포구,깊이감,2,1,Ricotta,A,6931,4급지,F,M,H,M,H,H,H,M,H,M,M,M,H
MALE,30대,회사직원,MARREID,충청도,청주시,깊이감,2,1,Cheddar,E,6932,1급지,E,H,H,M,M,M,L,H,H,M,M,M,L
FEMALE,30대,자영업,SINGLE,서울시,양천구,당도,2,1,Ricotta,D,6933,1급지,E,H,H,H,M,L,L,H,H,M,M,M,L
FEMALE,20대,자영업,MARREID,서울시,강남구,깊이감,2,1,Gorgonzola,D,6934,1급지,G,H,H,H,M,L,L,L,H,H,H,M,M
FEMALE,50대,벤처직원,MARREID,부산시,해운대구,당도,2,1,Gorgonzola,D,6935,1급지,D,H,H,H,M,L,L,H,H,H,M,L,L
FEMALE,30대,중소기업직원,MARREID,부산시,해운대구,당도,3,1,Gorgonzola,C,6936,1급지,A,H,L,H,M,M,M,M,H,M,H,H,H
FEMALE,50대,기자,SINGLE,부산시,연제구,깊이감,1,1,Roquefort,C,6937,4급지,B,H,L,H,M,M,M,H,L,H,M,L,M
FEMALE,30대,연구원,MARREID,서울시,강남구,당도,2,1,Annon,B,6938,1급지,B,H,L,H,M,L,M,H,L,H,M,L,M
FEMALE,40대,공무원,SINGLE,부산시,해운대구,깊이감,1,1,Gorgonzola,G,6939,1급지,D,L,H,H,H,M,M,H,H,H,M,L,L
MALE,50대,공무원,MARREID,충청도,청주시,당도,1,1,Annon,D,6940,1급지,E,H,H,H,M,L,L,H,H,M,M,M,L
FEMALE,20대,자영업,MARREID,경상도,포항시 북구,깊이감,3,1,Camenbert,D,6941,3급지,G,H,H,H,M,L,L,L,H,H,H,M,M
MALE,50대,벤처직원,MARREID,서울시,마포구,깊이감,2,1,Cheddar,F,6942,4급지,H,M,H,M,M,M,H,M,H,M,M,H,H
FEMALE,30대,기자,MARREID,부산시,해운대구,깊이감,2,1,Ricotta,E,6943,1급지,E,H,H,M,M,M,L,H,H,M,M,M,L
MALE,20대,자영업,SINGLE,서울시,강동구,깊이감,3,1,Roquefort,E,6944,2급지,A,H,H,M,M,M,L,M,H,M,H,H,H
MALE,40대,중소기업직원,MARREID,경기도,가평군,깊이감,2,1,Gorgonzola,H,6945,3급지,G,M,H,M,M,H,H,L,H,H,H,M,M
FEMALE,20대,자영업,MARREID,서울시,강남구,깊이감,2,1,Roquefort,B,6946,1급지,E,H,L,H,M,L,M,H,H,M,M,M,L
MALE,30대,의사,MARREID,서울시,강남구,당도,3,1,Cheddar,A,6947,1급지,F,M,H,M,H,H,H,M,H,M,M,M,H
FEMALE,30대,자영업,MARREID,서울시,강동구,당도,6,4,Ricotta,H,6948,2급지,E,M,H,M,M,H,H,H,H,M,M,M,L
FEMALE,30대,공무원,SINGLE,부산시,해운대구,깊이감,3,2,Gorgonzola,E,6949,1급지,D,H,H,M,M,M,L,H,H,H,M,L,L
MALE,40대,변호사,SINGLE,경기도,가평군,깊이감,2,1,Ricotta,G,6950,3급지,G,L,H,H,H,M,M,L,H,H,H,M,M
FEMALE,50대,회사직원,MARREID,충청도,청주시,당도,2,1,Gorgonzola,D,6951,1급지,E,H,H,H,M,L,L,H,H,M,M,M,L
FEMALE,40대,벤처직원,MARREID,서울시,강남구,당도,3,2,Roquefort,D,6952,1급지,D,H,H,H,M,L,L,H,H,H,M,L,L
MALE,40대,공무원,MARREID,경상도,포항시 북구,당도,4,2,Brie,F,6953,3급지,F,M,H,M,M,M,H,M,H,M,M,M,H
FEMALE,50대,자영업,MARREID,경상도,포항시 남구,당도,2,1,Annon,D,6954,2급지,B,H,H,H,M,L,L,H,L,H,M,L,M
MALE,20대,공무원,MARREID,전라도,구례군,깊이감,2,1,Gorgonzola,B,6955,6급지,B,H,L,H,M,L,M,H,L,H,M,L,M
FEMALE,20대,중소기업직원,MARREID,경상도,포항시 남구,당도,2,1,Roquefort,E,6956,2급지,F,H,H,M,M,M,L,M,H,M,M,M,H
FEMALE,40대,벤처직원,MARREID,경기도,화성시,당도,2,1,Valencay,D,6957,2급지,C,H,H,H,M,L,L,H,L,H,M,M,M
FEMALE,30대,의사,SINGLE,경상도,거제시,깊이감,4,3,Brie,E,6958,5급지,C,H,H,M,M,M,L,H,L,H,M,M,M
MALE,40대,교수,MARREID,전라도,곡성군,당도,4,3,Brie,F,6959,6급지,F,M,H,M,M,M,H,M,H,M,M,M,H
FEMALE,30대,임시직,MARREID,전라도,구례군,깊이감,0,0,Gorgonzola,B,6960,6급지,A,H,L,H,M,L,M,M,H,M,H,H,H
FEMALE,40대,기자,MARREID,부산시,해운대구,깊이감,6,1,Valencay,C,6961,1급지,C,H,L,H,M,M,M,H,L,H,M,M,M
FEMALE,20대,학생,SINGLE,경기도,화성시,당도,3,1,Camenbert,B,6962,2급지,C,H,L,H,M,L,M,H,L,H,M,M,M
FEMALE,50대,자영업,MARREID,충청도,청주시,깊이감,3,2,Cheddar,E,6963,1급지,C,H,H,M,M,M,L,H,L,H,M,M,M
FEMALE,40대,교수,SINGLE,경기도,화성시,당도,1,1,Annon,C,6964,2급지,B,H,L,H,M,M,M,H,L,H,M,L,M
MALE,20대,자영업,SINGLE,충청도,청주시,당도,4,1,Brie,F,6965,1급지,A,M,H,M,M,M,H,M,H,M,H,H,H
MALE,50대,공무원,SINGLE,경기도,포천시,당도,2,1,Cheddar,H,6966,2급지,A,M,H,M,M,H,H,M,H,M,H,H,H
FEMALE,50대,기자,SINGLE,부산시,사하구,깊이감,3,1,Roquefort,C,6967,2급지,F,H,L,H,M,M,M,M,H,M,M,M,H
FEMALE,40대,회사직원,MARREID,부산시,해운대구,당도,3,2,Roquefort,C,6968,1급지,D,H,L,H,M,M,M,H,H,H,M,L,L
FEMALE,50대,회사직원,MARREID,서울시,양천구,당도,5,2,Brie,B,6969,1급지,E,H,L,H,M,L,M,H,H,M,M,M,L
MALE,40대,교수,MARREID,경기도,가평군,당도,3,1,Cheddar,A,6970,3급지,A,M,H,M,H,H,H,M,H,M,H,H,H
FEMALE,30대,회사직원,MARREID,서울시,양천구,당도,3,2,Brie,E,6971,1급지,E,H,H,M,M,M,L,H,H,M,M,M,L
FEMALE,40대,벤처직원,MARREID,충청도,청주시,당도,2,1,Brie,C,6972,1급지,D,H,L,H,M,M,M,H,H,H,M,L,L
FEMALE,40대,자영업,SINGLE,경상도,포항시 남구,깊이감,6,3,Roquefort,D,6973,2급지,F,H,H,H,M,L,L,M,H,M,M,M,H
MALE,50대,중소기업직원,MARREID,경상도,포항시 남구,깊이감,1,1,Brie,G,6974,2급지,H,L,H,H,H,M,M,M,H,M,M,H,H
FEMALE,30대,자영업,MARREID,서울시,강동구,당도,1,1,Annon,H,6975,2급지,A,M,H,M,M,H,H,M,H,M,H,H,H
FEMALE,20대,자영업,SINGLE,부산시,해운대구,깊이감,5,4,Annon,B,6976,1급지,D,H,L,H,M,L,M,H,H,H,M,L,L
MALE,20대,중소기업직원,SINGLE,경상도,거제시,당도,1,1,Annon,B,6977,5급지,C,H,L,H,M,L,M,H,L,H,M,M,M
FEMALE,30대,임시직,MARREID,서울시,강동구,당도,2,1,Roquefort,H,6978,2급지,C,M,H,M,M,H,H,H,L,H,M,M,M
MALE,40대,임시직,MARREID,서울시,강남구,깊이감,4,3,Valencay,G,6979,1급지,H,L,H,H,H,M,M,M,H,M,M,H,H
FEMALE,20대,자영업,MARREID,부산시,기장군,깊이감,2,1,Ricotta,H,6980,1급지,F,M,H,M,M,H,H,M,H,M,M,M,H
MALE,40대,변호사,MARREID,경상도,함안군,당도,2,1,Annon,F,6981,5급지,A,M,H,M,M,M,H,M,H,M,H,H,H
FEMALE,40대,공무원,MARREID,경기도,가평군,깊이감,2,1,Brie,B,6982,3급지,E,H,L,H,M,L,M,H,H,M,M,M,L
FEMALE,20대,자영업,MARREID,부산시,해운대구,깊이감,4,1,Cheddar,E,6983,1급지,G,H,H,M,M,M,L,L,H,H,H,M,M
FEMALE,40대,임시직,MARREID,서울시,양천구,깊이감,2,1,Annon,H,6984,1급지,F,M,H,M,M,H,H,M,H,M,M,M,H
FEMALE,20대,학생,MARREID,부산시,해운대구,깊이감,2,1,Ricotta,B,6985,1급지,C,H,L,H,M,L,M,H,L,H,M,M,M
MALE,50대,연구원,SINGLE,경기도,화성시,당도,3,1,Brie,E,6986,2급지,H,H,H,M,M,M,L,M,H,M,M,H,H
MALE,30대,변호사,SINGLE,충청도,청주시,깊이감,1,1,Annon,F,6987,1급지,G,M,H,M,M,M,H,L,H,H,H,M,M
FEMALE,40대,회사직원,MARREID,충청도,청주시,당도,2,1,Gorgonzola,D,6988,1급지,D,H,H,H,M,L,L,H,H,H,M,L,L
MALE,50대,임시직,SINGLE,서울시,강북구,당도,2,1,Annon,B,6989,3급지,D,H,L,H,M,L,M,H,H,H,M,L,L
FEMALE,30대,임시직,MARREID,충청도,청주시,당도,2,1,Gorgonzola,D,6990,1급지,E,H,H,H,M,L,L,H,H,M,M,M,L
MALE,20대,임시직,SINGLE,충청도,청주시,깊이감,2,1,Roquefort,D,6991,1급지,E,H,H,H,M,L,L,H,H,M,M,M,L
FEMALE,50대,변호사,MARREID,충청도,청주시,당도,1,1,Valencay,D,6992,1급지,C,H,H,H,M,L,L,H,L,H,M,M,M
FEMALE,30대,기자,MARREID,부산시,사하구,깊이감,2,1,Cheddar,C,6993,2급지,E,H,L,H,M,M,M,H,H,M,M,M,L
MALE,40대,회사직원,MARREID,부산시,사하구,깊이감,4,1,Gorgonzola,F,6994,2급지,A,M,H,M,M,M,H,M,H,M,H,H,H
FEMALE,50대,회사직원,MARREID,서울시,강북구,깊이감,2,1,Gorgonzola,G,6995,3급지,B,L,H,H,H,M,M,H,L,H,M,L,M
FEMALE,30대,임시직,SINGLE,부산시,해운대구,깊이감,2,1,Cheddar,E,6996,1급지,G,H,H,M,M,M,L,L,H,H,H,M,M
FEMALE,30대,회사직원,SINGLE,부산시,해운대구,깊이감,3,1,Camenbert,E,6997,1급지,E,H,H,M,M,M,L,H,H,M,M,M,L
FEMALE,40대,임시직,MARREID,부산시,사하구,깊이감,3,2,Gorgonzola,H,6998,2급지,H,M,H,M,M,H,H,M,H,M,M,H,H
FEMALE,40대,의사,SINGLE,충청도,청주시,당도,3,2,Gorgonzola,C,6999,1급지,B,H,L,H,M,M,M,H,L,H,M,L,M
MALE,30대,공무원,MARREID,충청도,천안시,당도,1,1,Roquefort,A,7000,4급지,B,M,H,M,H,H,H,H,L,H,M,L,M
FEMALE,50대,임시직,MARREID,충청도,청주시,당도,2,1,Cheddar,A,7001,1급지,D,M,H,M,H,H,H,H,H,H,M,L,L
FEMALE,40대,공무원,MARREID,부산시,기장군,당도,1,1,Cheddar,D,7002,1급지,D,H,H,H,M,L,L,H,H,H,M,L,L
MALE,40대,회사직원,MARREID,전라도,곡성군,당도,3,1,Roquefort,A,7003,6급지,D,M,H,M,H,H,H,H,H,H,M,L,L
MALE,50대,공무원,SINGLE,서울시,강남구,당도,3,1,Brie,H,7004,1급지,H,M,H,M,M,H,H,M,H,M,M,H,H
FEMALE,40대,회사직원,SINGLE,부산시,해운대구,깊이감,2,1,Roquefort,D,7005,1급지,D,H,H,H,M,L,L,H,H,H,M,L,L
MALE,40대,자영업,MARREID,서울시,강동구,깊이감,3,1,Valencay,H,7006,2급지,H,M,H,M,M,H,H,M,H,M,M,H,H
FEMALE,20대,중소기업직원,SINGLE,경기도,평택시,당도,2,1,Ricotta,C,7007,3급지,C,H,L,H,M,M,M,H,L,H,M,M,M
MALE,50대,자영업,SINGLE,서울시,양천구,당도,3,2,Cheddar,G,7008,1급지,H,L,H,H,H,M,M,M,H,M,M,H,H
FEMALE,30대,연구원,MARREID,전라도,광양시,당도,2,1,Ricotta,E,7009,4급지,D,H,H,M,M,M,L,H,H,H,M,L,L
MALE,30대,교수,MARREID,경상도,하동군,깊이감,3,2,Roquefort,G,7010,5급지,D,L,H,H,H,M,M,H,H,H,M,L,L
MALE,40대,공무원,MARREID,전라도,광양시,깊이감,4,1,Valencay,H,7011,4급지,A,M,H,M,M,H,H,M,H,M,H,H,H
FEMALE,40대,회사직원,MARREID,전라도,구례군,당도,2,1,Camenbert,B,7012,6급지,A,H,L,H,M,L,M,M,H,M,H,H,H
FEMALE,50대,임시직,MARREID,부산시,해운대구,깊이감,2,1,Ricotta,C,7013,1급지,F,H,L,H,M,M,M,M,H,M,M,M,H
MALE,30대,자영업,SINGLE,전라도,해남군,당도,2,1,Cheddar,B,7014,4급지,F,H,L,H,M,L,M,M,H,M,M,M,H
FEMALE,20대,연구원,MARREID,서울시,강동구,당도,3,1,Brie,C,7015,2급지,H,H,L,H,M,M,M,M,H,M,M,H,H
MALE,20대,학생,MARREID,경상도,하동군,당도,2,1,Valencay,G,7016,5급지,G,L,H,H,H,M,M,L,H,H,H,M,M
FEMALE,20대,자영업,SINGLE,충청도,천안시,깊이감,1,1,Cheddar,B,7017,4급지,H,H,L,H,M,L,M,M,H,M,M,H,H
FEMALE,40대,의사,MARREID,서울시,강남구,당도,2,1,Gorgonzola,D,7018,1급지,B,H,H,H,M,L,L,H,L,H,M,L,M
FEMALE,50대,연구원,SINGLE,경상도,하동군,깊이감,3,1,Valencay,C,7019,5급지,D,H,L,H,M,M,M,H,H,H,M,L,L
MALE,20대,공무원,MARREID,서울시,양천구,깊이감,2,1,Ricotta,B,7020,1급지,B,H,L,H,M,L,M,H,L,H,M,L,M
MALE,20대,임시직,SINGLE,서울시,강남구,당도,2,1,Ricotta,H,7021,1급지,B,M,H,M,M,H,H,H,L,H,M,L,M
FEMALE,30대,임시직,SINGLE,경기도,평택시,깊이감,2,1,Gorgonzola,H,7022,3급지,D,M,H,M,M,H,H,H,H,H,M,L,L
FEMALE,30대,공무원,MARREID,서울시,강남구,당도,2,1,Ricotta,E,7023,1급지,A,H,H,M,M,M,L,M,H,M,H,H,H
FEMALE,40대,회사직원,SINGLE,부산시,연제구,당도,2,1,Valencay,H,7024,4급지,D,M,H,M,M,H,H,H,H,H,M,L,L
FEMALE,30대,기자,MARREID,서울시,강남구,당도,3,2,Gorgonzola,D,7025,1급지,A,H,H,H,M,L,L,M,H,M,H,H,H
FEMALE,30대,자영업,SINGLE,부산시,해운대구,당도,1,1,Gorgonzola,G,7026,1급지,G,L,H,H,H,M,M,L,H,H,H,M,M
FEMALE,20대,중소기업직원,SINGLE,경상도,포항시 북구,깊이감,1,1,Cheddar,B,7027,3급지,B,H,L,H,M,L,M,H,L,H,M,L,M
FEMALE,30대,자영업,SINGLE,서울시,강남구,깊이감,1,1,Camenbert,G,7028,1급지,E,L,H,H,H,M,M,H,H,M,M,M,L
MALE,30대,중소기업직원,MARREID,부산시,해운대구,깊이감,2,1,Annon,E,7029,1급지,D,H,H,M,M,M,L,H,H,H,M,L,L
MALE,30대,회사직원,MARREID,서울시,강동구,당도,3,2,Annon,E,7030,2급지,E,H,H,M,M,M,L,H,H,M,M,M,L
MALE,40대,중소기업직원,MARREID,부산시,진구,깊이감,2,1,Camenbert,B,7031,5급지,A,H,L,H,M,L,M,M,H,M,H,H,H
MALE,20대,의사,MARREID,부산시,기장군,당도,3,2,Cheddar,B,7032,1급지,F,H,L,H,M,L,M,M,H,M,M,M,H
FEMALE,40대,교수,SINGLE,전라도,구례군,깊이감,3,2,Camenbert,C,7033,6급지,C,H,L,H,M,M,M,H,L,H,M,M,M
MALE,40대,회사직원,SINGLE,서울시,강남구,당도,4,2,Roquefort,H,7034,1급지,A,M,H,M,M,H,H,M,H,M,H,H,H
MALE,20대,중소기업직원,SINGLE,서울시,강북구,당도,2,1,Valencay,B,7035,3급지,D,H,L,H,M,L,M,H,H,H,M,L,L
MALE,40대,연구원,MARREID,충청도,청주시,깊이감,4,2,Cheddar,F,7036,1급지,E,M,H,M,M,M,H,H,H,M,M,M,L
FEMALE,40대,자영업,MARREID,전라도,구례군,당도,3,1,Brie,G,7037,6급지,B,L,H,H,H,M,M,H,L,H,M,L,M
FEMALE,30대,연구원,SINGLE,경기도,평택시,당도,2,1,Valencay,E,7038,3급지,C,H,H,M,M,M,L,H,L,H,M,M,M
MALE,30대,공무원,MARREID,경상도,함안군,깊이감,2,1,Gorgonzola,F,7039,5급지,F,M,H,M,M,M,H,M,H,M,M,M,H
FEMALE,40대,자영업,SINGLE,서울시,강남구,깊이감,4,2,Cheddar,G,7040,1급지,C,L,H,H,H,M,M,H,L,H,M,M,M
MALE,20대,자영업,MARREID,서울시,강동구,깊이감,1,1,Valencay,G,7041,2급지,D,L,H,H,H,M,M,H,H,H,M,L,L
FEMALE,20대,학생,SINGLE,충청도,홍성군,깊이감,4,1,Brie,B,7042,5급지,B,H,L,H,M,L,M,H,L,H,M,L,M
FEMALE,50대,공무원,MARREID,경상도,함안군,당도,3,2,Annon,D,7043,5급지,D,H,H,H,M,L,L,H,H,H,M,L,L
FEMALE,40대,교수,MARREID,서울시,강남구,당도,3,1,Ricotta,C,7044,1급지,B,H,L,H,M,M,M,H,L,H,M,L,M
MALE,30대,회사직원,MARREID,경기도,화성시,깊이감,2,1,Gorgonzola,E,7045,2급지,H,H,H,M,M,M,L,M,H,M,M,H,H
MALE,50대,자영업,MARREID,서울시,양천구,당도,3,2,Camenbert,D,7046,1급지,G,H,H,H,M,L,L,L,H,H,H,M,M
FEMALE,20대,임시직,MARREID,부산시,기장군,당도,2,1,Valencay,A,7047,1급지,A,M,H,M,H,H,H,M,H,M,H,H,H
FEMALE,50대,변호사,MARREID,부산시,해운대구,깊이감,3,1,Roquefort,C,7048,1급지,B,H,L,H,M,M,M,H,L,H,M,L,M
MALE,30대,자영업,MARREID,부산시,사하구,깊이감,2,1,Cheddar,F,7049,2급지,E,M,H,M,M,M,H,H,H,M,M,M,L
MALE,50대,공무원,MARREID,충청도,청주시,깊이감,3,1,Cheddar,A,7050,1급지,A,M,H,M,H,H,H,M,H,M,H,H,H
MALE,50대,회사직원,MARREID,경상도,포항시 남구,당도,2,1,Annon,D,7051,2급지,F,H,H,H,M,L,L,M,H,M,M,M,H
MALE,30대,임시직,MARREID,전라도,해남군,당도,2,1,Gorgonzola,G,7052,4급지,C,L,H,H,H,M,M,H,L,H,M,M,M
FEMALE,40대,임시직,SINGLE,경기도,화성시,당도,2,1,Gorgonzola,B,7053,2급지,H,H,L,H,M,L,M,M,H,M,M,H,H
FEMALE,40대,벤처직원,SINGLE,서울시,강북구,당도,3,1,Camenbert,D,7054,3급지,F,H,H,H,M,L,L,M,H,M,M,M,H
MALE,30대,중소기업직원,MARREID,경상도,포항시 남구,깊이감,5,4,Valencay,F,7055,2급지,F,M,H,M,M,M,H,M,H,M,M,M,H
MALE,50대,임시직,SINGLE,서울시,강남구,당도,2,1,Camenbert,H,7056,1급지,G,M,H,M,M,H,H,L,H,H,H,M,M
FEMALE,50대,자영업,MARREID,경기도,화성시,당도,3,2,Gorgonzola,D,7057,2급지,A,H,H,H,M,L,L,M,H,M,H,H,H
FEMALE,30대,임시직,MARREID,충청도,홍성군,당도,2,1,Gorgonzola,D,7058,5급지,E,H,H,H,M,L,L,H,H,M,M,M,L
MALE,30대,벤처직원,MARREID,경기도,화성시,깊이감,4,3,Cheddar,G,7059,2급지,A,L,H,H,H,M,M,M,H,M,H,H,H
MALE,40대,임시직,MARREID,경기도,평택시,당도,1,1,Brie,H,7060,3급지,E,M,H,M,M,H,H,H,H,M,M,M,L
MALE,50대,중소기업직원,SINGLE,경기도,가평군,당도,1,1,Roquefort,A,7061,3급지,H,M,H,M,H,H,H,M,H,M,M,H,H
MALE,20대,학생,SINGLE,충청도,청주시,깊이감,6,2,Annon,H,7062,1급지,D,M,H,M,M,H,H,H,H,H,M,L,L
MALE,20대,기자,MARREID,경기도,화성시,깊이감,3,1,Valencay,H,7063,2급지,F,M,H,M,M,H,H,M,H,M,M,M,H
MALE,50대,교수,SINGLE,경상도,포항시 북구,깊이감,2,1,Roquefort,D,7064,3급지,E,H,H,H,M,L,L,H,H,M,M,M,L
FEMALE,20대,자영업,MARREID,충청도,청주시,당도,2,1,Roquefort,F,7065,1급지,D,M,H,M,M,M,H,H,H,H,M,L,L
MALE,50대,의사,MARREID,충청도,홍성군,깊이감,5,1,Camenbert,A,7066,5급지,A,M,H,M,H,H,H,M,H,M,H,H,H
MALE,50대,중소기업직원,SINGLE,서울시,강동구,당도,4,1,Annon,A,7067,2급지,E,M,H,M,H,H,H,H,H,M,M,M,L
MALE,40대,교수,MARREID,서울시,강남구,당도,2,1,Valencay,G,7068,1급지,E,L,H,H,H,M,M,H,H,M,M,M,L
MALE,50대,중소기업직원,MARREID,부산시,기장군,깊이감,4,3,Ricotta,A,7069,1급지,D,M,H,M,H,H,H,H,H,H,M,L,L
MALE,50대,회사직원,MARREID,경상도,거제시,당도,3,1,Camenbert,A,7070,5급지,H,M,H,M,H,H,H,M,H,M,M,H,H
FEMALE,30대,벤처직원,SINGLE,서울시,강동구,당도,4,3,Roquefort,E,7071,2급지,D,H,H,M,M,M,L,H,H,H,M,L,L
MALE,20대,자영업,SINGLE,전라도,해남군,깊이감,3,1,Ricotta,C,7072,4급지,E,H,L,H,M,M,M,H,H,M,M,M,L
FEMALE,40대,교수,MARREID,경기도,화성시,당도,2,1,Annon,D,7073,2급지,H,H,H,H,M,L,L,M,H,M,M,H,H
MALE,20대,자영업,MARREID,부산시,연제구,당도,3,1,Cheddar,G,7074,4급지,A,L,H,H,H,M,M,M,H,M,H,H,H
FEMALE,30대,변호사,SINGLE,충청도,청주시,당도,4,2,Gorgonzola,E,7075,1급지,C,H,H,M,M,M,L,H,L,H,M,M,M
MALE,20대,벤처직원,SINGLE,부산시,기장군,깊이감,5,2,Camenbert,B,7076,1급지,G,H,L,H,M,L,M,L,H,H,H,M,M
FEMALE,30대,공무원,MARREID,경상도,거제시,당도,1,1,Valencay,E,7077,5급지,E,H,H,M,M,M,L,H,H,M,M,M,L
MALE,50대,의사,MARREID,충청도,청주시,당도,3,2,Brie,A,7078,1급지,D,M,H,M,H,H,H,H,H,H,M,L,L
MALE,20대,학생,MARREID,경기도,평택시,당도,2,1,Annon,G,7079,3급지,G,L,H,H,H,M,M,L,H,H,H,M,M
MALE,20대,벤처직원,MARREID,서울시,강동구,깊이감,1,1,Brie,H,7080,2급지,A,M,H,M,M,H,H,M,H,M,H,H,H
FEMALE,40대,공무원,MARREID,충청도,청주시,깊이감,3,2,Valencay,F,7081,1급지,D,M,H,M,M,M,H,H,H,H,M,L,L
FEMALE,50대,기자,SINGLE,부산시,기장군,당도,2,1,Ricotta,C,7082,1급지,C,H,L,H,M,M,M,H,L,H,M,M,M
FEMALE,50대,회사직원,MARREID,전라도,광양시,깊이감,2,1,Ricotta,D,7083,4급지,C,H,H,H,M,L,L,H,L,H,M,M,M
MALE,40대,의사,MARREID,경기도,화성시,당도,1,1,Camenbert,B,7084,2급지,F,H,L,H,M,L,M,M,H,M,M,M,H
FEMALE,20대,자영업,SINGLE,경기도,화성시,깊이감,3,1,Valencay,B,7085,2급지,G,H,L,H,M,L,M,L,H,H,H,M,M
FEMALE,20대,자영업,MARREID,충청도,청주시,당도,2,1,Annon,E,7086,1급지,C,H,H,M,M,M,L,H,L,H,M,M,M
