gender,age,job,marital,province,city,choice,prefer,frequency,wineFrequency,side,choice1,seq,area_grade
MALE,20대,임시직,MARREID,경기도,안양시,B,깊이감,1,1,Roquefort,B,8742,3급지
FEMALE,50대,중소기업직원,SINGLE,부산시,해운대구,D,당도,3,2,Ricotta,D,8743,1급지
FEMALE,50대,공무원,MARREID,경기도,평택시,D,당도,3,2,Camenbert,H,8744,3급지
MALE,30대,교수,MARREID,경기도,화성시,E,깊이감,3,1,Annon,E,8745,2급지
FEMALE,50대,중소기업직원,SINGLE,서울시,강동구,B,당도,3,1,Gorgonzola,E,8746,2급지
MALE,20대,학생,MARREID,경기도,안양시,D,깊이감,1,1,Camenbert,G,8747,3급지
FEMALE,30대,임시직,MARREID,충청도,청주시,H,깊이감,3,1,Gorgonzola,B,8748,1급지
FEMALE,40대,회사직원,MARREID,부산시,해운대구,D,당도,2,1,Valencay,A,8749,1급지
FEMALE,30대,회사직원,MARREID,부산시,해운대구,E,깊이감,2,1,Ricotta,E,8750,1급지
FEMALE,50대,임시직,MARREID,부산시,진구,D,당도,1,1,Roquefort,A,8751,5급지
FEMALE,40대,중소기업직원,MARREID,부산시,사하구,D,당도,2,1,Roquefort,D,8752,2급지
MALE,40대,자영업,SINGLE,경상도,거제시,F,당도,5,2,Annon,A,8753,5급지
FEMALE,40대,의사,MARREID,부산시,해운대구,E,당도,2,1,Brie,H,8754,1급지
FEMALE,40대,회사직원,MARREID,경기도,포천시,H,깊이감,3,1,Gorgonzola,A,8755,2급지
FEMALE,30대,변호사,MARREID,서울시,양천구,E,당도,1,1,Ricotta,F,8756,1급지
FEMALE,40대,중소기업직원,MARREID,경기도,화성시,C,깊이감,2,1,Brie,B,8757,2급지
FEMALE,30대,회사직원,MARREID,경상도,포항시 남구,B,당도,2,1,Cheddar,E,8758,2급지
FEMALE,20대,자영업,MARREID,경기도,화성시,D,당도,1,1,Roquefort,G,8759,2급지
FEMALE,50대,자영업,MARREID,부산시,해운대구,B,깊이감,2,1,Ricotta,G,8760,1급지
FEMALE,20대,자영업,SINGLE,부산시,해운대구,B,깊이감,1,1,Annon,D,8761,1급지
FEMALE,40대,임시직,MARREID,서울시,양천구,G,당도,1,1,Ricotta,E,8762,1급지
MALE,40대,자영업,MARREID,부산시,사하구,D,깊이감,3,2,Valencay,H,8763,2급지
FEMALE,40대,공무원,SINGLE,경기도,안양시,D,당도,2,1,Gorgonzola,D,8764,3급지
FEMALE,40대,중소기업직원,MARREID,경상도,포항시 남구,F,당도,1,1,Annon,A,8765,2급지
MALE,20대,학생,MARREID,서울시,마포구,D,당도,3,1,Camenbert,D,8766,4급지
FEMALE,20대,벤처직원,SINGLE,충청도,진천군,H,당도,3,1,Brie,C,8767,6급지
MALE,20대,학생,MARREID,경기도,안양시,G,깊이감,2,1,Gorgonzola,E,8768,3급지
FEMALE,20대,회사직원,SINGLE,전라도,해남군,B,당도,3,1,Cheddar,B,8769,4급지
FEMALE,40대,벤처직원,MARREID,부산시,진구,D,당도,3,2,Annon,C,8770,5급지
MALE,20대,중소기업직원,SINGLE,경기도,안양시,B,깊이감,1,1,Brie,E,8771,3급지
FEMALE,40대,공무원,MARREID,경기도,평택시,D,당도,4,1,Brie,D,8772,3급지
FEMALE,50대,회사직원,MARREID,경기도,포천시,D,당도,3,1,Annon,E,8773,2급지
FEMALE,40대,벤처직원,MARREID,전라도,광양시,D,깊이감,4,3,Brie,D,8774,4급지
MALE,40대,임시직,MARREID,충청도,천안시,D,깊이감,2,1,Brie,C,8775,4급지
MALE,40대,공무원,SINGLE,서울시,마포구,A,깊이감,3,2,Cheddar,A,8776,4급지
MALE,30대,공무원,MARREID,서울시,마포구,A,당도,3,1,Cheddar,F,8777,4급지
MALE,30대,임시직,SINGLE,부산시,사하구,D,깊이감,3,2,Valencay,D,8778,2급지
FEMALE,20대,교수,MARREID,전라도,곡성군,B,깊이감,1,1,Annon,E,8779,6급지
FEMALE,40대,벤처직원,SINGLE,서울시,강남구,C,당도,2,1,Gorgonzola,E,8780,1급지
MALE,30대,중소기업직원,SINGLE,전라도,해남군,H,당도,1,1,Roquefort,A,8781,4급지
MALE,40대,회사직원,MARREID,서울시,강동구,E,깊이감,6,2,Brie,G,8782,2급지
FEMALE,50대,벤처직원,MARREID,서울시,강동구,D,당도,3,1,Camenbert,D,8783,2급지
FEMALE,20대,중소기업직원,SINGLE,경기도,포천시,B,당도,3,1,Cheddar,B,8784,2급지
FEMALE,40대,자영업,MARREID,부산시,연제구,D,깊이감,1,1,Valencay,H,8785,4급지
FEMALE,50대,회사직원,MARREID,서울시,양천구,D,깊이감,1,1,Camenbert,D,8786,1급지
FEMALE,50대,자영업,MARREID,경기도,포천시,B,깊이감,2,1,Brie,B,8787,2급지
FEMALE,40대,공무원,SINGLE,서울시,양천구,D,당도,3,2,Gorgonzola,D,8788,1급지
FEMALE,30대,임시직,SINGLE,충청도,청주시,B,당도,1,1,Valencay,E,8789,1급지
FEMALE,50대,의사,MARREID,서울시,양천구,C,당도,1,1,Brie,C,8790,1급지
FEMALE,30대,공무원,MARREID,경상도,포항시 남구,B,깊이감,1,1,Gorgonzola,E,8791,2급지
FEMALE,30대,자영업,MARREID,서울시,강북구,H,당도,3,2,Gorgonzola,G,8792,3급지
FEMALE,30대,교수,MARREID,경기도,화성시,D,깊이감,2,1,Gorgonzola,E,8793,2급지
MALE,30대,기자,MARREID,충청도,청주시,F,깊이감,3,2,Camenbert,A,8794,1급지
FEMALE,30대,기자,MARREID,부산시,해운대구,E,깊이감,2,1,Roquefort,D,8795,1급지
MALE,30대,연구원,MARREID,서울시,강동구,H,깊이감,1,1,Ricotta,E,8796,2급지
FEMALE,30대,임시직,MARREID,충청도,충주시,G,깊이감,1,1,Ricotta,D,8797,6급지
MALE,20대,학생,MARREID,경기도,안양시,G,당도,3,2,Valencay,G,8798,3급지
MALE,20대,자영업,MARREID,경기도,화성시,G,당도,2,1,Camenbert,E,8799,2급지
FEMALE,30대,공무원,MARREID,경상도,포항시 남구,E,깊이감,2,1,Gorgonzola,F,8800,2급지
FEMALE,30대,벤처직원,MARREID,서울시,양천구,B,당도,2,1,Camenbert,A,8801,1급지
FEMALE,40대,공무원,MARREID,충청도,천안시,D,깊이감,2,1,Gorgonzola,B,8802,4급지
FEMALE,50대,변호사,MARREID,서울시,양천구,D,깊이감,3,2,Cheddar,D,8803,1급지
MALE,30대,자영업,SINGLE,전라도,곡성군,H,당도,2,1,Brie,F,8804,6급지
MALE,40대,자영업,SINGLE,충청도,청주시,H,깊이감,2,1,Roquefort,F,8805,1급지
MALE,30대,공무원,MARREID,부산시,사하구,F,깊이감,3,2,Ricotta,H,8806,2급지
MALE,20대,연구원,MARREID,부산시,사하구,G,당도,3,1,Annon,H,8807,2급지
FEMALE,20대,중소기업직원,MARREID,경기도,가평군,B,당도,2,1,Valencay,C,8808,3급지
MALE,50대,기자,MARREID,경기도,포천시,A,깊이감,3,1,Cheddar,A,8809,2급지
FEMALE,20대,연구원,MARREID,부산시,연제구,G,깊이감,1,1,Valencay,D,8810,4급지
MALE,60대 이상,연구원,SINGLE,경기도,안양시,F,깊이감,1,1,Cheddar,A,8811,3급지
FEMALE,20대,자영업,SINGLE,부산시,해운대구,A,당도,2,1,Valencay,A,8812,1급지
FEMALE,50대,벤처직원,SINGLE,서울시,양천구,D,깊이감,2,1,Valencay,D,8813,1급지
MALE,30대,임시직,SINGLE,충청도,청주시,F,깊이감,2,1,Annon,G,8814,1급지
MALE,20대,공무원,SINGLE,충청도,진천군,B,당도,3,1,Roquefort,B,8815,6급지
FEMALE,20대,연구원,MARREID,경상도,함안군,F,깊이감,1,1,Brie,B,8816,5급지
FEMALE,40대,의사,MARREID,부산시,진구,C,깊이감,2,1,Cheddar,D,8817,5급지
FEMALE,50대,회사직원,MARREID,부산시,연제구,D,깊이감,1,1,Camenbert,E,8818,4급지
MALE,40대,중소기업직원,MARREID,서울시,강북구,H,당도,4,1,Ricotta,H,8819,3급지
MALE,40대,연구원,MARREID,부산시,진구,F,깊이감,1,1,Ricotta,H,8820,5급지
FEMALE,30대,자영업,SINGLE,충청도,충주시,H,깊이감,2,1,Brie,G,8821,6급지
MALE,40대,공무원,SINGLE,서울시,강동구,H,깊이감,3,2,Annon,A,8822,2급지
FEMALE,30대,의사,SINGLE,서울시,강남구,E,당도,2,1,Ricotta,D,8823,1급지
FEMALE,30대,자영업,SINGLE,부산시,진구,F,당도,1,1,Gorgonzola,B,8824,5급지
FEMALE,20대,자영업,MARREID,충청도,홍성군,G,깊이감,3,1,Ricotta,D,8825,5급지
FEMALE,40대,임시직,MARREID,경기도,가평군,G,당도,2,1,Cheddar,H,8826,3급지
MALE,50대,벤처직원,MARREID,경기도,평택시,D,깊이감,5,1,Valencay,F,8827,3급지
MALE,20대,학생,SINGLE,충청도,진천군,D,깊이감,2,1,Cheddar,E,8828,6급지
FEMALE,50대,의사,SINGLE,경기도,화성시,C,당도,2,1,Valencay,A,8829,2급지
MALE,20대,자영업,SINGLE,충청도,청주시,C,당도,1,1,Ricotta,A,8830,1급지
FEMALE,30대,교수,MARREID,경기도,포천시,E,깊이감,2,1,Gorgonzola,E,8831,2급지
FEMALE,40대,중소기업직원,SINGLE,부산시,해운대구,D,깊이감,3,2,Valencay,E,8832,1급지
MALE,20대,임시직,SINGLE,충청도,청주시,B,당도,2,1,Cheddar,E,8833,1급지
MALE,50대,자영업,SINGLE,충청도,홍성군,B,깊이감,3,1,Roquefort,D,8834,5급지
MALE,60대 이상,중소기업직원,MARREID,충청도,청주시,A,당도,3,2,Brie,D,8835,1급지
FEMALE,20대,회사직원,MARREID,서울시,양천구,B,깊이감,4,3,Camenbert,C,8836,1급지
MALE,20대,회사직원,MARREID,전라도,곡성군,B,깊이감,4,3,Camenbert,A,8837,6급지
FEMALE,20대,공무원,MARREID,서울시,양천구,B,깊이감,3,2,Roquefort,B,8838,1급지
FEMALE,40대,벤처직원,MARREID,서울시,강남구,D,깊이감,5,1,Camenbert,C,8839,1급지
FEMALE,40대,공무원,MARREID,부산시,해운대구,H,당도,3,2,Gorgonzola,G,8840,1급지
MALE,50대,벤처직원,SINGLE,경기도,화성시,A,깊이감,4,3,Roquefort,H,8841,2급지
FEMALE,50대,자영업,SINGLE,충청도,충주시,E,당도,3,1,Annon,C,8842,6급지
MALE,30대,회사직원,MARREID,서울시,양천구,A,깊이감,2,1,Valencay,F,8843,1급지
FEMALE,40대,벤처직원,MARREID,경기도,화성시,G,당도,2,1,Roquefort,G,8844,2급지
FEMALE,40대,벤처직원,MARREID,경기도,포천시,D,깊이감,3,1,Gorgonzola,D,8845,2급지
FEMALE,30대,회사직원,MARREID,부산시,해운대구,E,깊이감,3,1,Cheddar,D,8846,1급지
MALE,30대,임시직,MARREID,경기도,평택시,G,깊이감,2,1,Roquefort,D,8847,3급지
MALE,50대,임시직,SINGLE,전라도,해남군,D,당도,2,1,Camenbert,F,8848,4급지
FEMALE,20대,자영업,SINGLE,경상도,포항시 남구,E,깊이감,2,1,Gorgonzola,D,8849,2급지
MALE,50대,의사,SINGLE,서울시,양천구,A,깊이감,2,1,Cheddar,F,8850,1급지
FEMALE,20대,자영업,MARREID,경기도,안양시,E,당도,4,1,Camenbert,A,8851,3급지
MALE,40대,임시직,MARREID,부산시,해운대구,H,당도,3,1,Roquefort,A,8852,1급지
FEMALE,20대,학생,MARREID,경기도,포천시,B,깊이감,4,2,Valencay,C,8853,2급지
FEMALE,50대,중소기업직원,SINGLE,충청도,진천군,D,당도,1,1,Gorgonzola,D,8854,6급지
FEMALE,50대,중소기업직원,MARREID,서울시,양천구,D,깊이감,4,2,Brie,D,8855,1급지
MALE,50대,임시직,MARREID,부산시,기장군,B,깊이감,2,1,Roquefort,F,8856,1급지
MALE,20대,회사직원,MARREID,서울시,강남구,B,당도,2,1,Ricotta,C,8857,1급지
FEMALE,30대,기자,MARREID,서울시,강동구,E,깊이감,3,2,Gorgonzola,D,8858,2급지
MALE,20대,연구원,MARREID,경기도,화성시,B,깊이감,4,3,Valencay,F,8859,2급지
FEMALE,50대,자영업,MARREID,부산시,해운대구,E,깊이감,2,1,Ricotta,D,8860,1급지
MALE,50대,교수,MARREID,부산시,해운대구,A,당도,5,2,Ricotta,H,8861,1급지
FEMALE,50대,벤처직원,MARREID,충청도,청주시,G,깊이감,5,2,Valencay,D,8862,1급지
MALE,40대,회사직원,MARREID,부산시,해운대구,F,당도,2,1,Cheddar,F,8863,1급지
FEMALE,50대,자영업,SINGLE,경상도,포항시 북구,E,당도,2,1,Roquefort,A,8864,3급지
FEMALE,30대,임시직,MARREID,전라도,광양시,B,당도,5,1,Brie,C,8865,4급지
FEMALE,40대,회사직원,SINGLE,전라도,해남군,G,깊이감,4,2,Roquefort,C,8866,4급지
MALE,40대,임시직,SINGLE,부산시,해운대구,B,깊이감,1,1,Ricotta,H,8867,1급지
FEMALE,40대,자영업,SINGLE,경상도,포항시 북구,H,당도,2,1,Camenbert,A,8868,3급지
FEMALE,20대,자영업,MARREID,충청도,청주시,H,깊이감,2,1,Ricotta,C,8869,1급지
FEMALE,30대,자영업,MARREID,서울시,마포구,F,깊이감,2,1,Cheddar,E,8870,4급지
MALE,50대,공무원,MARREID,충청도,청주시,A,깊이감,2,1,Brie,A,8871,1급지
FEMALE,20대,임시직,MARREID,부산시,사하구,A,당도,0,0,Camenbert,D,8872,2급지
MALE,30대,의사,MARREID,경기도,평택시,E,깊이감,1,1,Annon,G,8873,3급지
MALE,40대,자영업,MARREID,부산시,해운대구,G,깊이감,2,1,Annon,C,8874,1급지
MALE,30대,회사직원,MARREID,부산시,해운대구,G,깊이감,2,1,Valencay,A,8875,1급지
FEMALE,20대,자영업,MARREID,부산시,연제구,G,당도,3,2,Gorgonzola,A,8876,4급지
FEMALE,50대,임시직,MARREID,서울시,강동구,H,깊이감,1,1,Camenbert,C,8877,2급지
MALE,40대,자영업,MARREID,경기도,평택시,D,깊이감,2,1,Roquefort,E,8878,3급지
MALE,40대,공무원,SINGLE,부산시,기장군,H,당도,3,2,Valencay,A,8879,1급지
FEMALE,30대,기자,MARREID,전라도,구례군,A,깊이감,2,1,Cheddar,D,8880,6급지
FEMALE,40대,임시직,MARREID,서울시,양천구,D,깊이감,1,1,Camenbert,A,8881,1급지
FEMALE,30대,중소기업직원,MARREID,경기도,안양시,H,당도,3,2,Roquefort,B,8882,3급지
MALE,20대,자영업,SINGLE,전라도,해남군,B,당도,2,1,Annon,D,8883,4급지
MALE,20대,공무원,SINGLE,부산시,사하구,B,당도,2,1,Ricotta,B,8884,2급지
FEMALE,50대,의사,MARREID,충청도,청주시,C,당도,2,1,Valencay,B,8885,1급지
FEMALE,40대,임시직,SINGLE,경상도,하동군,E,당도,2,1,Camenbert,C,8886,5급지
FEMALE,30대,회사직원,MARREID,충청도,천안시,E,당도,4,3,Valencay,E,8887,4급지
FEMALE,40대,임시직,MARREID,서울시,마포구,F,깊이감,3,1,Cheddar,G,8888,4급지
FEMALE,20대,변호사,MARREID,서울시,강남구,G,당도,4,1,Ricotta,D,8889,1급지
FEMALE,50대,중소기업직원,SINGLE,충청도,청주시,D,깊이감,2,1,Brie,B,8890,1급지
FEMALE,30대,공무원,MARREID,충청도,청주시,E,깊이감,1,1,Annon,D,8891,1급지
FEMALE,50대,벤처직원,SINGLE,서울시,강남구,C,깊이감,1,1,Roquefort,D,8892,1급지
FEMALE,50대,벤처직원,MARREID,경기도,포천시,D,당도,2,1,Ricotta,B,8893,2급지
MALE,50대,기자,MARREID,경기도,포천시,H,당도,3,2,Brie,F,8894,2급지
FEMALE,20대,학생,SINGLE,경기도,포천시,D,당도,1,1,Roquefort,B,8895,2급지
FEMALE,30대,임시직,MARREID,부산시,기장군,F,깊이감,2,1,Gorgonzola,C,8896,1급지
FEMALE,40대,임시직,MARREID,서울시,강남구,E,깊이감,3,2,Annon,G,8897,1급지
FEMALE,40대,임시직,SINGLE,부산시,사하구,F,당도,3,1,Roquefort,H,8898,2급지
MALE,40대,회사직원,SINGLE,부산시,연제구,H,깊이감,3,2,Ricotta,F,8899,4급지
MALE,50대,공무원,MARREID,부산시,해운대구,A,깊이감,0,0,Roquefort,A,8900,1급지
MALE,30대,중소기업직원,MARREID,충청도,청주시,A,깊이감,3,1,Camenbert,G,8901,1급지
FEMALE,50대,자영업,SINGLE,부산시,해운대구,H,깊이감,3,2,Annon,H,8902,1급지
MALE,40대,연구원,MARREID,충청도,청주시,F,당도,2,1,Gorgonzola,A,8903,1급지
FEMALE,30대,자영업,MARREID,부산시,사하구,B,당도,2,1,Camenbert,D,8904,2급지
MALE,40대,임시직,SINGLE,충청도,청주시,B,깊이감,2,1,Valencay,E,8905,1급지
MALE,40대,기자,MARREID,서울시,양천구,F,당도,6,2,Cheddar,H,8906,1급지
MALE,50대,변호사,SINGLE,경기도,화성시,A,당도,1,1,Annon,F,8907,2급지
FEMALE,40대,벤처직원,MARREID,충청도,청주시,D,깊이감,2,1,Ricotta,D,8908,1급지
FEMALE,20대,학생,MARREID,서울시,강남구,B,깊이감,2,1,Valencay,C,8909,1급지
FEMALE,50대,공무원,MARREID,서울시,강동구,F,깊이감,3,2,Ricotta,E,8910,2급지
FEMALE,50대,회사직원,MARREID,부산시,해운대구,D,당도,3,2,Valencay,E,8911,1급지
FEMALE,40대,공무원,SINGLE,서울시,강남구,D,당도,1,1,Ricotta,H,8912,1급지
MALE,40대,기자,SINGLE,부산시,연제구,G,당도,3,2,Brie,G,8913,4급지
FEMALE,20대,자영업,SINGLE,부산시,연제구,H,당도,4,2,Camenbert,E,8914,4급지
FEMALE,20대,연구원,MARREID,부산시,해운대구,H,깊이감,1,1,Brie,B,8915,1급지
FEMALE,40대,자영업,SINGLE,전라도,광양시,G,당도,2,1,Brie,E,8916,4급지
FEMALE,50대,임시직,MARREID,서울시,강동구,D,당도,5,1,Valencay,D,8917,2급지
MALE,20대,변호사,MARREID,서울시,강남구,B,당도,5,2,Valencay,E,8918,1급지
MALE,40대,공무원,SINGLE,경기도,화성시,H,당도,3,2,Ricotta,C,8919,2급지
MALE,20대,교수,SINGLE,경상도,포항시 남구,G,당도,6,3,Camenbert,G,8920,2급지
FEMALE,20대,학생,MARREID,부산시,기장군,B,깊이감,2,1,Valencay,C,8921,1급지
FEMALE,30대,임시직,MARREID,서울시,양천구,E,깊이감,2,1,Brie,E,8922,1급지
FEMALE,30대,벤처직원,SINGLE,충청도,충주시,E,깊이감,3,1,Valencay,D,8923,6급지
MALE,50대,중소기업직원,SINGLE,전라도,곡성군,B,깊이감,2,1,Annon,D,8924,6급지
FEMALE,30대,연구원,MARREID,경기도,포천시,E,깊이감,3,1,Roquefort,F,8925,2급지
MALE,30대,중소기업직원,SINGLE,서울시,강동구,H,당도,3,1,Annon,A,8926,2급지
MALE,40대,벤처직원,MARREID,서울시,강남구,D,깊이감,2,1,Roquefort,G,8927,1급지
MALE,30대,중소기업직원,SINGLE,전라도,해남군,H,당도,5,3,Camenbert,H,8928,4급지
MALE,40대,자영업,SINGLE,충청도,청주시,D,깊이감,1,1,Cheddar,D,8929,1급지
MALE,50대,교수,MARREID,부산시,해운대구,A,깊이감,2,1,Valencay,H,8930,1급지
MALE,20대,자영업,MARREID,경기도,화성시,E,당도,3,1,Brie,D,8931,2급지
MALE,40대,공무원,SINGLE,부산시,해운대구,D,깊이감,1,1,Camenbert,H,8932,1급지
MALE,30대,벤처직원,SINGLE,경기도,안양시,D,당도,3,2,Cheddar,A,8933,3급지
MALE,40대,의사,MARREID,부산시,사하구,F,당도,3,2,Cheddar,E,8934,2급지
FEMALE,40대,벤처직원,SINGLE,경상도,거제시,B,당도,1,1,Brie,E,8935,5급지
MALE,30대,의사,MARREID,충청도,진천군,A,당도,1,1,Ricotta,D,8936,6급지
MALE,50대,교수,MARREID,부산시,사하구,E,깊이감,1,1,Roquefort,H,8937,2급지
FEMALE,30대,공무원,MARREID,서울시,강동구,B,당도,3,2,Roquefort,E,8938,2급지
MALE,40대,회사직원,MARREID,경기도,포천시,H,당도,2,1,Gorgonzola,F,8939,2급지
FEMALE,40대,중소기업직원,SINGLE,경상도,하동군,D,깊이감,2,1,Gorgonzola,E,8940,5급지
MALE,50대,공무원,MARREID,경기도,포천시,A,깊이감,3,2,Brie,A,8941,2급지
MALE,40대,벤처직원,MARREID,서울시,마포구,G,깊이감,2,1,Ricotta,H,8942,4급지
MALE,30대,중소기업직원,MARREID,서울시,강남구,D,깊이감,2,1,Camenbert,B,8943,1급지
MALE,50대,공무원,SINGLE,전라도,광양시,H,당도,4,1,Valencay,F,8944,4급지
FEMALE,40대,벤처직원,SINGLE,경기도,안양시,E,깊이감,2,1,Ricotta,C,8945,3급지
MALE,30대,중소기업직원,MARREID,서울시,강북구,E,당도,5,3,Valencay,E,8947,3급지
FEMALE,20대,벤처직원,SINGLE,서울시,양천구,B,깊이감,3,2,Roquefort,C,8948,1급지
FEMALE,20대,자영업,MARREID,서울시,강동구,E,당도,4,1,Cheddar,D,8949,2급지
FEMALE,30대,벤처직원,MARREID,서울시,양천구,B,당도,4,3,Camenbert,D,8950,1급지
MALE,50대,교수,SINGLE,경기도,안양시,B,당도,3,1,Roquefort,F,8951,3급지
FEMALE,50대,연구원,MARREID,경상도,함안군,C,당도,1,1,Annon,E,8952,5급지
FEMALE,40대,임시직,MARREID,충청도,청주시,H,당도,3,1,Cheddar,D,8953,1급지
FEMALE,20대,자영업,MARREID,부산시,진구,D,당도,4,3,Roquefort,D,8954,5급지
FEMALE,50대,회사직원,SINGLE,부산시,연제구,D,깊이감,1,1,Valencay,E,8955,4급지
FEMALE,40대,공무원,SINGLE,서울시,양천구,C,깊이감,1,1,Ricotta,E,8956,1급지
FEMALE,50대,자영업,MARREID,부산시,해운대구,F,깊이감,1,1,Annon,E,8957,1급지
FEMALE,50대,연구원,SINGLE,부산시,해운대구,C,깊이감,3,2,Ricotta,B,8958,1급지
MALE,50대,자영업,MARREID,경상도,포항시 남구,E,깊이감,2,1,Valencay,F,8959,2급지
MALE,30대,자영업,MARREID,경기도,안양시,C,깊이감,2,1,Camenbert,A,8960,3급지
MALE,50대,임시직,SINGLE,부산시,사하구,B,당도,2,1,Gorgonzola,G,8961,2급지
FEMALE,40대,중소기업직원,MARREID,부산시,진구,H,당도,1,1,Annon,D,8962,5급지
FEMALE,60대 이상,중소기업직원,MARREID,경기도,화성시,D,깊이감,3,1,Brie,D,8963,2급지
FEMALE,20대,연구원,SINGLE,충청도,청주시,H,깊이감,2,1,Valencay,H,8964,1급지
MALE,20대,임시직,SINGLE,서울시,양천구,E,깊이감,3,1,Cheddar,G,8965,1급지
FEMALE,30대,공무원,SINGLE,충청도,천안시,E,깊이감,1,1,Camenbert,C,8966,4급지
FEMALE,50대,회사직원,MARREID,전라도,광양시,D,깊이감,2,1,Ricotta,E,8967,4급지
MALE,20대,자영업,MARREID,경기도,가평군,E,당도,2,1,Camenbert,C,8968,3급지
MALE,50대,연구원,MARREID,서울시,강동구,A,당도,6,2,Valencay,F,8969,2급지
MALE,30대,연구원,MARREID,경기도,화성시,F,깊이감,3,1,Gorgonzola,D,8970,2급지
FEMALE,40대,교수,MARREID,서울시,강남구,C,당도,2,1,Ricotta,B,8971,1급지
FEMALE,30대,벤처직원,MARREID,충청도,청주시,E,깊이감,2,1,Cheddar,C,8972,1급지
MALE,40대,임시직,MARREID,경기도,화성시,F,당도,1,1,Camenbert,E,8973,2급지
MALE,20대,자영업,MARREID,경기도,화성시,E,당도,2,1,Ricotta,F,8974,2급지
FEMALE,50대,벤처직원,MARREID,서울시,강동구,D,당도,2,1,Ricotta,C,8975,2급지
MALE,20대,자영업,MARREID,충청도,청주시,D,깊이감,4,2,Brie,H,8976,1급지
FEMALE,30대,임시직,MARREID,서울시,마포구,G,깊이감,5,1,Valencay,F,8977,4급지
FEMALE,30대,자영업,MARREID,경기도,화성시,D,깊이감,4,1,Gorgonzola,G,8978,2급지
MALE,20대,자영업,SINGLE,부산시,해운대구,D,깊이감,3,1,Gorgonzola,C,8979,1급지
FEMALE,30대,자영업,SINGLE,부산시,해운대구,G,당도,2,1,Camenbert,H,8980,1급지
FEMALE,50대,벤처직원,MARREID,전라도,해남군,D,당도,1,1,Annon,E,8981,4급지
MALE,60대 이상,임시직,MARREID,전라도,구례군,G,깊이감,1,1,Gorgonzola,F,8982,6급지
FEMALE,50대,교수,MARREID,전라도,광양시,D,당도,2,1,Cheddar,C,8983,4급지
FEMALE,50대,임시직,MARREID,충청도,청주시,E,당도,3,1,Ricotta,E,8984,1급지
MALE,50대,자영업,MARREID,서울시,강남구,A,깊이감,2,1,Annon,G,8985,1급지
MALE,30대,기자,MARREID,서울시,강북구,E,깊이감,2,1,Camenbert,E,8986,3급지
MALE,30대,회사직원,MARREID,충청도,청주시,E,깊이감,4,3,Cheddar,E,8987,1급지
MALE,50대,회사직원,MARREID,충청도,청주시,H,당도,2,1,Valencay,F,8988,1급지
FEMALE,30대,임시직,MARREID,경기도,포천시,G,당도,3,2,Valencay,G,8989,2급지
MALE,20대,학생,MARREID,부산시,해운대구,E,당도,5,1,Roquefort,E,8990,1급지
FEMALE,40대,공무원,MARREID,부산시,해운대구,D,깊이감,1,1,Valencay,C,8991,1급지
FEMALE,20대,학생,SINGLE,부산시,해운대구,B,깊이감,2,1,Annon,C,8992,1급지
MALE,50대,자영업,MARREID,충청도,청주시,H,깊이감,4,3,Valencay,F,8993,1급지
FEMALE,20대,교수,MARREID,서울시,강남구,B,깊이감,1,1,Annon,D,8994,1급지
FEMALE,40대,회사직원,SINGLE,부산시,사하구,D,깊이감,1,1,Camenbert,D,8995,2급지
MALE,50대,회사직원,MARREID,부산시,진구,A,당도,1,1,Ricotta,A,8996,5급지
FEMALE,30대,교수,MARREID,부산시,해운대구,E,당도,2,1,Gorgonzola,D,8997,1급지
FEMALE,50대,공무원,MARREID,경기도,화성시,D,당도,2,1,Valencay,E,8998,2급지
MALE,20대,자영업,SINGLE,경기도,평택시,H,당도,3,2,Cheddar,F,8999,3급지
MALE,40대,공무원,SINGLE,부산시,사하구,F,깊이감,2,1,Cheddar,F,9000,2급지
FEMALE,30대,공무원,MARREID,부산시,해운대구,E,당도,2,1,Cheddar,B,9001,1급지
MALE,30대,변호사,SINGLE,전라도,구례군,G,당도,1,1,Roquefort,B,9002,6급지
MALE,40대,임시직,MARREID,부산시,연제구,D,당도,3,1,Camenbert,F,9003,4급지
FEMALE,40대,임시직,MARREID,경기도,화성시,G,깊이감,3,2,Annon,A,9004,2급지
FEMALE,40대,연구원,MARREID,부산시,기장군,D,당도,4,2,Roquefort,G,9005,1급지
FEMALE,50대,공무원,MARREID,서울시,강동구,B,깊이감,4,2,Roquefort,E,9006,2급지
FEMALE,40대,변호사,MARREID,전라도,해남군,C,깊이감,3,2,Ricotta,C,9007,4급지
FEMALE,50대,자영업,MARREID,경기도,화성시,E,깊이감,1,1,Gorgonzola,G,9008,2급지
MALE,50대,회사직원,SINGLE,서울시,강북구,D,깊이감,1,1,Valencay,F,9009,3급지
FEMALE,40대,공무원,SINGLE,충청도,청주시,B,깊이감,3,1,Valencay,E,9010,1급지
FEMALE,20대,벤처직원,MARREID,부산시,해운대구,B,깊이감,2,1,Annon,C,9011,1급지
FEMALE,50대,교수,MARREID,서울시,양천구,C,당도,4,2,Roquefort,C,9012,1급지
FEMALE,30대,자영업,SINGLE,서울시,강남구,G,당도,1,1,Valencay,B,9013,1급지
MALE,40대,자영업,SINGLE,서울시,강동구,B,깊이감,1,1,Annon,B,9014,2급지
FEMALE,30대,연구원,MARREID,경기도,화성시,C,깊이감,3,2,Ricotta,E,9015,2급지
FEMALE,40대,공무원,MARREID,서울시,강남구,G,깊이감,1,1,Ricotta,D,9016,1급지
